,age,occupation_level,education_num,familiarity_FB,view_FB,interested_insurance,years_with_employer,hours_per_week,sex,demographic_characteristic,yearly_salary_estimate,capital_estimate,capital_evaluation,hours_band,marital_status_Divorced,marital_status_Married-AF-spouse,marital_status_Married-civ-spouse,marital_status_Married-spouse-absent,marital_status_Never-married,marital_status_Separated,marital_status_Widowed,workclass_?,workclass_Federal-gov,workclass_Local-gov,workclass_Private,workclass_Self-emp-inc,workclass_Self-emp-not-inc,workclass_State-gov,workclass_Without-pay
1925,18,14,9,8,5,1,0,40,1,98044,50458.8,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1604,35,14,18,3,5,1,4,35,1,103260,63189.0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
193,44,12,12,2,3,1,0,40,0,160943,47954.0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2523,54,8,17,4,7,0,8,40,0,175804,26028.84,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2234,38,3,12,2,9,0,3,50,0,258761,17369.0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1728,35,9,17,7,9,1,4,40,1,225330,24273.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
218,59,7,12,5,3,1,2,40,0,268700,24425.5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
764,34,7,12,9,7,1,9,40,1,166545,17062.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1122,30,4,12,4,6,0,5,40,0,236770,19802.25,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
155,18,6,9,1,3,0,1,16,0,25828,18617.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
554,65,6,6,2,8,0,9,24,1,109351,20144.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1839,23,12,12,9,8,0,3,30,0,196816,42511.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1503,32,2,12,9,5,0,5,40,0,420895,16456.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
839,18,11,12,5,3,0,1,45,1,293227,34528.67,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1864,36,8,13,10,3,1,11,40,0,126569,27580.0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2475,31,6,12,6,1,0,0,40,0,300687,19963.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1458,27,6,4,3,7,0,5,35,0,127796,18577.68,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1182,39,10,12,9,6,0,13,40,0,83893,25486.55,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2304,56,2,9,8,8,0,9,40,1,117881,18926.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2016,44,6,17,1,7,1,1,40,0,239539,21413.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1021,30,11,13,4,4,1,2,60,1,205733,33514.0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
410,44,4,12,4,7,0,8,40,1,234885,21070.2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2584,45,7,13,4,4,0,8,27,1,348854,20392.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
926,34,5,12,6,5,1,8,30,1,289984,17403.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1561,57,7,12,6,7,0,13,72,0,52267,17467.0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
790,48,8,13,5,5,0,1,30,1,144397,21675.5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1549,55,12,12,1,8,1,1,40,0,199067,35329.02,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1514,25,1,12,2,1,1,2,40,1,28520,17424.72,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2429,51,6,17,6,6,0,10,50,0,209912,17804.0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
500,20,9,12,7,8,1,2,48,0,27337,27524.88,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2267,49,12,18,2,2,1,5,56,0,213668,40251.0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1373,22,13,8,8,7,0,4,40,1,214731,43275.16,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1751,18,12,9,8,3,1,0,25,1,153405,38144.88,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1967,30,7,6,4,5,0,5,40,0,488720,22636.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
317,33,6,12,4,4,0,2,20,0,85043,16060.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
33,48,8,9,6,7,0,6,40,0,242406,23713.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
600,48,5,13,1,9,0,27,40,0,110457,15948.58,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2437,21,12,12,4,7,0,2,35,0,286853,44924.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1941,61,10,17,2,2,1,13,55,0,113544,29476.68,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2647,38,10,13,8,8,1,8,44,0,183279,35331.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1330,45,11,12,5,6,0,10,40,0,103538,35453.11,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
890,20,3,13,3,2,0,0,40,0,148294,16174.35,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
24,19,4,12,1,2,0,1,40,0,168294,18106.08,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1229,54,9,12,4,7,1,14,40,0,449257,28344.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1809,23,8,13,8,1,0,1,20,1,161708,20563.68,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2047,27,12,17,6,4,0,2,40,1,29174,44809.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1172,32,18,13,8,9,0,11,50,0,509350,109484.0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
827,42,11,12,1,1,1,19,55,0,162003,37662.36,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2066,90,1,13,7,5,1,5,35,0,52386,16039.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1598,38,14,17,5,8,0,1,40,0,31033,63454.0,1,7298,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2503,25,4,16,7,9,0,2,40,1,216010,23342.5,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2690,44,5,12,7,9,1,3,60,1,168845,20210.0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1759,66,11,8,10,6,0,25,40,0,263637,27695.73,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1299,22,3,13,6,1,0,2,40,0,310152,22268.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
67,23,10,13,4,1,0,3,40,0,211678,25792.08,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
576,31,12,13,2,3,0,7,45,0,55849,33677.75,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2238,57,15,17,3,4,0,22,40,0,206206,67377.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1649,56,5,12,9,7,1,25,40,0,261232,21370.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
175,58,16,21,3,9,1,11,1,0,109567,98247.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1163,36,6,20,10,10,1,3,50,0,180686,16456.2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2700,51,18,21,6,9,0,2,40,0,172962,104386.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1585,46,11,18,2,10,1,5,50,1,133938,27094.0,1,27828,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
937,61,4,12,9,1,0,4,40,0,125155,15320.52,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1700,22,12,12,1,6,1,1,40,0,143062,37441.21,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2656,53,6,9,3,5,0,21,40,0,90624,23078.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1376,39,13,12,5,8,0,3,40,0,203070,46821.5,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2371,19,10,13,7,5,0,0,40,0,115248,25936.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2388,51,12,12,7,2,0,2,40,0,237735,42137.5,1,3103,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
353,44,8,13,9,9,1,14,6,1,162028,22035.41,1,-2415,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
226,56,6,12,8,3,0,7,35,0,203580,22443.96,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
662,26,14,14,3,5,0,6,40,0,112847,50771.5,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
94,44,11,17,6,3,0,1,60,0,198282,32962.5,1,15024,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1227,41,6,12,2,6,0,12,40,1,102332,17289.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2443,37,13,13,2,6,0,1,45,1,93717,36320.64,1,7298,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1201,61,12,17,4,6,0,4,50,0,134768,35694.0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2082,22,6,12,7,3,0,1,55,0,460835,18062.0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2132,43,1,12,10,1,1,5,44,1,129573,17455.43,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1462,28,7,12,6,7,0,1,48,1,89718,23572.56,1,2202,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2655,36,6,12,5,1,1,7,40,0,187046,22245.72,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
127,49,9,13,8,6,1,7,40,0,81973,21098.16,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
945,49,10,18,6,10,1,5,40,0,193960,27577.0,1,-1902,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1929,28,9,9,5,1,0,2,40,0,201175,23607.36,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2109,31,11,17,4,7,0,5,50,1,220066,33119.0,1,14344,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1408,32,6,17,7,7,0,2,50,0,244268,22417.0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2005,37,12,17,5,2,0,3,55,0,160402,39792.0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1576,25,6,17,4,4,1,2,40,1,169323,20997.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
299,29,6,9,2,7,0,0,40,1,200381,23757.07,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
31,30,4,13,6,4,1,3,40,0,59951,17481.12,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1394,51,10,5,4,2,0,17,40,0,154342,33132.48,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1663,21,13,12,2,7,0,2,40,0,131811,45785.64,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1378,27,9,17,8,1,0,3,40,0,168107,33183.5,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
594,43,12,18,2,3,1,1,38,0,194360,40199.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
169,30,6,13,8,3,0,5,45,0,633742,20743.5,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
489,72,1,9,10,5,1,16,40,1,205343,13072.56,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2051,46,6,17,5,5,0,22,35,0,216214,22860.0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1754,29,3,17,7,4,0,1,25,0,303446,20364.32,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
649,23,8,13,6,3,0,3,24,1,352139,22370.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1763,26,11,17,3,4,1,3,50,1,214303,36741.0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
277,48,8,17,2,8,0,1,40,0,146268,25126.0,1,7688,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1909,35,6,12,6,3,1,2,70,0,23621,21075.84,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
957,48,18,21,10,9,0,3,46,1,55863,140806.5,1,-1902,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
186,19,14,12,2,1,0,1,40,0,170653,56657.0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1737,20,12,12,5,3,0,1,40,0,164922,31174.68,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
99,17,2,8,6,3,0,0,32,1,304873,18593.0,1,34095,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
263,57,13,18,10,7,0,7,40,0,425161,51560.0,1,15024,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2155,54,12,13,9,4,1,12,50,0,183611,38796.0,1,3137,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
378,35,5,10,2,7,0,9,50,0,92440,17112.35,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1240,27,9,17,5,5,1,5,40,1,29904,30725.4,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
361,44,12,13,7,10,1,7,40,0,115562,50496.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
483,58,8,8,6,5,0,7,8,1,51662,25518.36,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1914,31,2,12,8,5,0,4,40,1,106437,19177.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
964,43,8,17,7,6,0,3,40,1,173728,25913.04,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
455,32,10,14,6,7,0,3,45,0,37070,23466.13,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
128,61,9,12,3,9,0,27,40,0,66614,27780.84,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1215,22,8,12,10,2,1,4,24,1,103440,27742.44,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2396,64,7,13,6,1,0,0,40,1,91343,22657.68,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2549,46,5,12,7,4,0,12,40,0,162034,20472.0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
831,37,18,9,1,3,1,2,44,0,186934,114965.0,1,3103,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2376,49,6,12,10,7,0,16,50,0,277434,22802.39,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1978,45,11,12,1,2,0,3,40,0,358886,39045.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
989,35,7,18,4,6,1,7,45,0,289430,19988.39,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1129,50,4,13,5,4,0,2,35,0,343748,17106.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
637,19,4,12,2,6,0,0,40,1,378418,14696.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2557,30,5,13,7,7,1,3,40,0,37646,20079.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1340,20,4,13,10,3,0,1,45,0,32732,20748.84,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
267,50,5,5,3,6,0,3,40,0,193884,20341.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2540,48,6,17,7,3,1,20,50,0,75104,17487.0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2366,50,2,5,8,6,1,5,49,0,273536,20410.0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1509,37,15,12,4,6,0,7,45,0,188540,69321.5,1,-1902,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2295,40,1,6,9,6,1,5,40,1,216116,15311.5,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
760,46,9,12,8,1,0,1,50,0,177407,24683.0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1900,37,1,12,6,6,0,2,55,0,35330,15452.4,1,-1669,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2048,29,8,21,4,6,0,1,40,0,40083,20402.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1131,47,4,17,3,8,1,18,45,1,200734,16499.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1413,39,14,12,5,4,0,0,40,0,128715,52230.2,1,10520,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2462,22,12,12,2,7,0,2,40,0,222993,50194.5,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
867,21,2,13,9,2,1,1,40,1,255957,18959.88,1,4101,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
232,19,10,13,7,2,1,0,40,0,27382,34427.88,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2419,46,4,12,6,2,0,0,30,1,189763,14535.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1220,52,12,12,4,9,1,13,40,0,152234,34856.5,1,7492,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1735,30,7,17,5,2,1,9,48,0,204374,23041.0,1,-1741,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2277,25,13,13,5,2,0,4,50,0,198632,37099.7,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2395,33,13,13,6,6,0,3,40,0,91964,41438.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2684,25,9,16,2,7,0,0,40,1,117589,27524.88,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1901,45,7,18,2,5,0,7,30,1,135776,20700.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1784,29,1,12,4,6,1,0,48,0,421065,15648.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2511,27,4,17,1,8,1,1,40,0,214858,16035.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1281,41,10,18,3,6,1,16,35,1,141327,30398.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1875,37,6,12,1,8,1,3,44,0,123211,21689.2,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
524,42,9,12,4,5,0,7,40,0,137390,24685.5,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1423,33,8,12,7,2,0,3,60,0,149184,20981.0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1292,25,7,12,4,3,0,0,50,0,298225,25210.68,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1072,45,17,12,10,9,1,9,80,0,320818,95616.96,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2381,48,12,14,4,5,0,5,56,1,183486,45038.52,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2236,19,7,13,5,4,1,0,25,1,356717,20248.5,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
943,30,4,10,1,3,1,1,75,0,106742,17070.0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1652,30,4,13,8,1,0,1,40,0,246439,18059.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1660,21,2,13,8,6,1,2,40,1,538319,18760.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
418,50,2,3,8,5,0,1,40,0,193374,18592.6,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2087,25,8,17,6,7,0,1,40,0,41107,22763.64,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
177,24,3,13,1,4,1,1,40,0,159567,18882.36,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1190,23,4,12,6,8,0,1,35,0,275244,19802.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1761,68,3,12,8,3,1,45,40,0,213720,14829.14,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1134,25,4,12,7,1,0,5,40,1,323545,16803.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
636,33,8,12,6,4,0,1,40,0,194141,21930.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1306,70,7,12,3,9,1,4,40,0,163003,22043.5,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1274,57,6,12,1,2,0,4,40,0,173796,21351.33,1,-1887,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2618,50,4,13,2,6,1,3,48,0,177705,20490.0,1,-1740,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
451,47,2,12,8,1,1,15,40,1,543162,14291.57,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1999,59,14,17,8,9,1,24,40,0,174056,52939.31,1,15024,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2645,37,10,12,7,8,1,1,85,0,29814,26108.76,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1988,45,16,18,9,9,0,1,50,0,142287,76773.54,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2651,27,13,13,8,1,1,1,20,0,85625,47144.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1639,51,14,12,8,6,1,12,84,0,158948,44206.0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
47,29,7,14,7,2,0,1,43,0,271466,19104.84,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2418,52,18,20,8,3,0,0,45,0,64045,132809.0,1,7492,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
100,30,4,9,6,6,1,0,40,0,194901,20052.52,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2060,31,9,17,1,4,0,4,45,1,118901,30238.92,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1835,61,4,5,2,6,0,6,38,1,238611,15231.24,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1648,42,4,18,1,1,0,7,38,1,219553,20177.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2344,24,10,17,8,1,0,1,40,1,210781,36432.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2471,41,9,17,9,4,1,3,48,0,443508,29829.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2678,37,4,12,2,8,0,0,32,1,218188,17409.72,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
922,76,4,5,3,4,0,5,2,0,431192,16070.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
700,41,12,13,1,4,1,6,60,0,49572,44249.0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
113,30,7,17,5,1,0,4,40,0,77143,20637.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2203,29,12,13,8,5,1,6,38,1,180916,41204.68,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
510,18,7,10,5,9,0,1,25,0,165532,20679.12,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
160,27,12,17,7,1,1,0,50,0,428030,31978.92,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1926,58,9,12,4,4,1,21,40,0,187487,24363.98,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2581,56,6,20,8,8,1,14,16,0,193130,17196.29,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
63,25,2,13,6,5,1,0,40,0,200681,16400.12,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2145,22,5,17,9,5,0,1,55,0,189950,19363.75,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
245,19,3,13,9,7,0,1,24,0,218956,15615.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
233,58,13,13,9,3,0,5,20,0,259014,48548.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
850,33,9,8,5,8,0,9,40,0,298785,28085.0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
26,39,5,12,6,5,1,10,80,0,367260,19817.04,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
21,43,9,9,6,6,1,8,40,0,117037,28805.04,1,-2042,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1596,17,6,8,8,7,0,0,30,0,228373,20243.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2662,37,3,18,9,7,1,10,40,0,98941,15374.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
199,50,2,16,1,3,0,19,40,1,313321,13923.47,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
403,27,6,6,6,6,0,2,40,0,405855,24914.5,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
255,35,6,13,3,7,1,6,40,1,190174,22147.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1211,36,10,12,4,6,1,1,50,0,191161,34427.88,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1164,30,9,14,2,3,0,1,48,0,209103,23351.28,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1212,23,3,13,1,5,0,1,40,0,181820,19443.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
234,42,16,12,6,7,1,3,40,0,303044,95251.96,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1477,34,6,12,7,9,0,4,40,0,202729,17832.4,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
386,33,2,8,6,2,1,7,35,1,228528,17141.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2244,61,9,5,1,8,1,8,40,0,146788,24452.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
791,28,6,14,9,7,1,7,40,1,164170,16912.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1381,27,12,8,2,7,0,3,40,1,148069,41515.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
